Price,Target_close
2020-07-30,11323.466796875
2020-07-31,11759.5927734375
2020-08-01,11053.6142578125
2020-08-02,11246.3486328125
2020-08-03,11205.892578125
2020-08-04,11747.0224609375
2020-08-05,11779.7734375
2020-08-06,11601.47265625
2020-08-07,11754.0458984375
2020-08-08,11675.7392578125
2020-08-09,11878.111328125
2020-08-10,11410.525390625
2020-08-11,11584.9345703125
2020-08-12,11784.1376953125
2020-08-13,11768.87109375
2020-08-14,11865.6982421875
2020-08-15,11892.8037109375
2020-08-16,12254.40234375
2020-08-17,11991.2333984375
2020-08-18,11758.283203125
2020-08-19,11878.3720703125
2020-08-20,11592.4892578125
2020-08-21,11681.8251953125
2020-08-22,11664.84765625
2020-08-23,11774.595703125
2020-08-24,11366.134765625
2020-08-25,11488.36328125
2020-08-26,11323.3974609375
2020-08-27,11542.5
2020-08-28,11506.865234375
2020-08-29,11711.505859375
2020-08-30,11680.8203125
2020-08-31,11970.478515625
2020-09-01,11414.0341796875
2020-09-02,10245.296875
2020-09-03,10511.8134765625
2020-09-04,10169.5673828125
2020-09-05,10280.3515625
2020-09-06,10369.5634765625
2020-09-07,10131.5166015625
2020-09-08,10242.34765625
2020-09-09,10363.138671875
2020-09-10,10400.9150390625
2020-09-11,10442.1708984375
2020-09-12,10323.755859375
2020-09-13,10680.837890625
2020-09-14,10796.951171875
2020-09-15,10974.9052734375
2020-09-16,10948.990234375
2020-09-17,10944.5859375
2020-09-18,11094.3466796875
2020-09-19,10938.271484375
2020-09-20,10462.259765625
2020-09-21,10538.4599609375
2020-09-22,10246.1865234375
2020-09-23,10760.06640625
2020-09-24,10692.716796875
2020-09-25,10750.7236328125
2020-09-26,10775.26953125
2020-09-27,10709.65234375
2020-09-28,10844.640625
2020-09-29,10784.4912109375
2020-09-30,10619.4521484375
2020-10-01,10575.974609375
2020-10-02,10549.3291015625
2020-10-03,10669.5830078125
2020-10-04,10793.33984375
2020-10-05,10604.40625
2020-10-06,10668.96875
2020-10-07,10915.685546875
2020-10-08,11064.4580078125
2020-10-09,11296.361328125
2020-10-10,11384.181640625
2020-10-11,11555.36328125
2020-10-12,11425.8994140625
2020-10-13,11429.5068359375
2020-10-14,11495.349609375
2020-10-15,11322.123046875
2020-10-16,11358.1015625
2020-10-17,11483.359375
2020-10-18,11742.037109375
2020-10-19,11916.3349609375
2020-10-20,12823.689453125
2020-10-21,12965.8916015625
2020-10-22,12931.5390625
2020-10-23,13108.0625
2020-10-24,13031.173828125
2020-10-25,13075.248046875
2020-10-26,13654.21875
2020-10-27,13271.28515625
2020-10-28,13437.8828125
2020-10-29,13546.5224609375
2020-10-30,13780.9951171875
2020-10-31,13737.109375
2020-11-01,13550.4892578125
2020-11-02,13950.30078125
2020-11-03,14133.70703125
2020-11-04,15579.8486328125
2020-11-05,15565.880859375
2020-11-06,14833.75390625
2020-11-07,15479.5673828125
2020-11-08,15332.3154296875
2020-11-09,15290.90234375
2020-11-10,15701.33984375
2020-11-11,16276.34375
2020-11-12,16317.80859375
2020-11-13,16068.138671875
2020-11-14,15955.587890625
2020-11-15,16716.111328125
2020-11-16,17645.40625
2020-11-17,17804.005859375
2020-11-18,17817.08984375
2020-11-19,18621.314453125
2020-11-20,18642.232421875
2020-11-21,18370.001953125
2020-11-22,18364.12109375
2020-11-23,19107.46484375
2020-11-24,18732.12109375
2020-11-25,17150.623046875
2020-11-26,17108.40234375
2020-11-27,17717.4140625
2020-11-28,18177.484375
2020-11-29,19625.8359375
2020-11-30,18802.998046875
2020-12-01,19201.091796875
2020-12-02,19445.3984375
2020-12-03,18699.765625
2020-12-04,19154.23046875
2020-12-05,19345.12109375
2020-12-06,19191.630859375
2020-12-07,18321.14453125
2020-12-08,18553.916015625
2020-12-09,18264.9921875
2020-12-10,18058.904296875
2020-12-11,18803.65625
2020-12-12,19142.3828125
2020-12-13,19246.64453125
2020-12-14,19417.076171875
2020-12-15,21310.59765625
2020-12-16,22805.162109375
2020-12-17,23137.9609375
2020-12-18,23869.83203125
2020-12-19,23477.294921875
2020-12-20,22803.08203125
2020-12-21,23783.029296875
2020-12-22,23241.345703125
2020-12-23,23735.94921875
2020-12-24,24664.791015625
2020-12-25,26437.037109375
2020-12-26,26272.294921875
2020-12-27,27084.80859375
2020-12-28,27362.4375
2020-12-29,28840.953125
2020-12-30,29001.720703125
2020-12-31,29374.15234375
2021-01-01,32127.267578125
2021-01-02,32782.0234375
2021-01-03,31971.9140625
2021-01-04,33992.4296875
2021-01-05,36824.36328125
2021-01-06,39371.04296875
2021-01-07,40797.609375
2021-01-08,40254.546875
2021-01-09,38356.44140625
2021-01-10,35566.65625
2021-01-11,33922.9609375
2021-01-12,37316.359375
2021-01-13,39187.328125
2021-01-14,36825.3671875
2021-01-15,36178.140625
2021-01-16,35791.27734375
2021-01-17,36630.07421875
2021-01-18,36069.8046875
2021-01-19,35547.75
2021-01-20,30825.69921875
2021-01-21,33005.76171875
2021-01-22,32067.642578125
2021-01-23,32289.37890625
2021-01-24,32366.392578125
2021-01-25,32569.849609375
2021-01-26,30432.546875
2021-01-27,33466.09765625
2021-01-28,34316.38671875
2021-01-29,34269.5234375
2021-01-30,33114.359375
2021-01-31,33537.17578125
2021-02-01,35510.2890625
2021-02-02,37472.08984375
2021-02-03,36926.06640625
2021-02-04,38144.30859375
2021-02-05,39266.01171875
2021-02-06,38903.44140625
2021-02-07,46196.46484375
2021-02-08,46481.10546875
2021-02-09,44918.18359375
2021-02-10,47909.33203125
2021-02-11,47504.8515625
2021-02-12,47105.515625
2021-02-13,48717.2890625
2021-02-14,47945.05859375
2021-02-15,49199.87109375
2021-02-16,52149.0078125
2021-02-17,51679.796875
2021-02-18,55888.1328125
2021-02-19,56099.51953125
2021-02-20,57539.9453125
2021-02-21,54207.3203125
2021-02-22,48824.42578125
2021-02-23,49705.33203125
2021-02-24,47093.8515625
2021-02-25,46339.76171875
2021-02-26,46188.453125
2021-02-27,45137.76953125
2021-02-28,49631.2421875
2021-03-01,48378.98828125
2021-03-02,50538.2421875
2021-03-03,48561.16796875
2021-03-04,48927.3046875
2021-03-05,48912.3828125
2021-03-06,51206.69140625
2021-03-07,52246.5234375
2021-03-08,54824.1171875
2021-03-09,56008.55078125
2021-03-10,57805.12109375
2021-03-11,57332.08984375
2021-03-12,61243.0859375
2021-03-13,59302.31640625
2021-03-14,55907.19921875
2021-03-15,56804.90234375
2021-03-16,58870.89453125
2021-03-17,57858.921875
2021-03-18,58346.65234375
2021-03-19,58313.64453125
2021-03-20,57523.421875
2021-03-21,54529.14453125
2021-03-22,54738.9453125
2021-03-23,52774.265625
2021-03-24,51704.16015625
2021-03-25,55137.3125
2021-03-26,55973.51171875
2021-03-27,55950.74609375
2021-03-28,57750.19921875
2021-03-29,58917.69140625
2021-03-30,58918.83203125
2021-03-31,59095.80859375
2021-04-01,59384.3125
2021-04-02,57603.890625
2021-04-03,58758.5546875
2021-04-04,59057.87890625
2021-04-05,58192.359375
2021-04-06,56048.9375
2021-04-07,58323.953125
2021-04-08,58245.00390625
2021-04-09,59793.234375
2021-04-10,60204.96484375
2021-04-11,59893.453125
2021-04-12,63503.45703125
2021-04-13,63109.6953125
2021-04-14,63314.01171875
2021-04-15,61572.7890625
2021-04-16,60683.8203125
2021-04-17,56216.18359375
2021-04-18,55724.265625
2021-04-19,56473.03125
2021-04-20,53906.08984375
2021-04-21,51762.2734375
2021-04-22,51093.65234375
2021-04-23,50050.8671875
2021-04-24,49004.25390625
2021-04-25,54021.75390625
2021-04-26,55033.1171875
2021-04-27,54824.703125
2021-04-28,53555.109375
2021-04-29,57750.17578125
2021-04-30,57828.05078125
2021-05-01,56631.078125
2021-05-02,57200.29296875
2021-05-03,53333.5390625
2021-05-04,57424.0078125
2021-05-05,56396.515625
2021-05-06,57356.40234375
2021-05-07,58803.77734375
2021-05-08,58232.31640625
2021-05-09,55859.796875
2021-05-10,56704.57421875
2021-05-11,49150.53515625
2021-05-12,49716.19140625
2021-05-13,49880.53515625
2021-05-14,46760.1875
2021-05-15,46456.05859375
2021-05-16,43537.51171875
2021-05-17,42909.40234375
2021-05-18,37002.44140625
2021-05-19,40782.73828125
2021-05-20,37304.69140625
2021-05-21,37536.6328125
2021-05-22,34770.58203125
2021-05-23,38705.98046875
2021-05-24,38402.22265625
2021-05-25,39294.19921875
2021-05-26,38436.96875
2021-05-27,35697.60546875
2021-05-28,34616.06640625
2021-05-29,35678.12890625
2021-05-30,37332.85546875
2021-05-31,36684.92578125
2021-06-01,37575.1796875
2021-06-02,39208.765625
2021-06-03,36894.40625
2021-06-04,35551.95703125
2021-06-05,35862.37890625
2021-06-06,33560.70703125
2021-06-07,33472.6328125
2021-06-08,37345.12109375
2021-06-09,36702.59765625
2021-06-10,37334.3984375
2021-06-11,35552.515625
2021-06-12,39097.859375
2021-06-13,40218.4765625
2021-06-14,40406.26953125
2021-06-15,38347.0625
2021-06-16,38053.50390625
2021-06-17,35787.24609375
2021-06-18,35615.87109375
2021-06-19,35698.296875
2021-06-20,31676.693359375
2021-06-21,32505.66015625
2021-06-22,33723.02734375
2021-06-23,34662.4375
2021-06-24,31637.779296875
2021-06-25,32186.27734375
2021-06-26,34649.64453125
2021-06-27,34434.3359375
2021-06-28,35867.77734375
2021-06-29,35040.8359375
2021-06-30,33572.1171875
2021-07-01,33897.046875
2021-07-02,34668.546875
2021-07-03,35287.78125
2021-07-04,33746.00390625
2021-07-05,34235.1953125
2021-07-06,33855.328125
2021-07-07,32877.37109375
2021-07-08,33798.01171875
2021-07-09,33520.51953125
2021-07-10,34240.1875
2021-07-11,33155.84765625
2021-07-12,32702.025390625
2021-07-13,32822.34765625
2021-07-14,31780.73046875
2021-07-15,31421.5390625
2021-07-16,31533.068359375
2021-07-17,31796.810546875
2021-07-18,30817.83203125
2021-07-19,29807.34765625
2021-07-20,32110.693359375
2021-07-21,32313.10546875
2021-07-22,33581.55078125
2021-07-23,34292.4453125
2021-07-24,35350.1875
2021-07-25,37337.53515625
2021-07-26,39406.94140625
2021-07-27,39995.90625
2021-07-28,40008.421875
2021-07-29,42235.546875
2021-07-30,41626.1953125
2021-07-31,39974.89453125
2021-08-01,39201.9453125
2021-08-02,38152.98046875
2021-08-03,39747.50390625
2021-08-04,40869.5546875
2021-08-05,42816.5
2021-08-06,44555.80078125
2021-08-07,43798.1171875
2021-08-08,46365.40234375
2021-08-09,45585.03125
2021-08-10,45593.63671875
2021-08-11,44428.2890625
2021-08-12,47793.3203125
2021-08-13,47096.9453125
2021-08-14,47047.00390625
2021-08-15,46004.484375
2021-08-16,44695.359375
2021-08-17,44801.1875
2021-08-18,46717.578125
2021-08-19,49339.17578125
2021-08-20,48905.4921875
2021-08-21,49321.65234375
2021-08-22,49546.1484375
2021-08-23,47706.1171875
2021-08-24,48960.7890625
2021-08-25,46942.21875
2021-08-26,49058.66796875
2021-08-27,48902.40234375
2021-08-28,48829.83203125
2021-08-29,47054.984375
2021-08-30,47166.6875
2021-08-31,48847.02734375
2021-09-01,49327.72265625
2021-09-02,50025.375
2021-09-03,49944.625
2021-09-04,51753.41015625
2021-09-05,52633.53515625
2021-09-06,46811.12890625
2021-09-07,46091.390625
2021-09-08,46391.421875
2021-09-09,44883.91015625
2021-09-10,45201.45703125
2021-09-11,46063.26953125
2021-09-12,44963.07421875
2021-09-13,47092.4921875
2021-09-14,48176.34765625
2021-09-15,47783.359375
2021-09-16,47267.51953125
2021-09-17,48278.36328125
2021-09-18,47260.21875
2021-09-19,42843.80078125
2021-09-20,40693.67578125
2021-09-21,43574.5078125
2021-09-22,44895.09765625
2021-09-23,42839.75
2021-09-24,42716.59375
2021-09-25,43208.5390625
2021-09-26,42235.73046875
2021-09-27,41034.54296875
2021-09-28,41564.36328125
2021-09-29,43790.89453125
2021-09-30,48116.94140625
2021-10-01,47711.48828125
2021-10-02,48199.953125
2021-10-03,49112.90234375
2021-10-04,51514.8125
2021-10-05,55361.44921875
2021-10-06,53805.984375
2021-10-07,53967.84765625
2021-10-08,54968.22265625
2021-10-09,54771.578125
2021-10-10,57484.7890625
2021-10-11,56041.05859375
2021-10-12,57401.09765625
2021-10-13,57321.5234375
2021-10-14,61593.94921875
2021-10-15,60892.1796875
2021-10-16,61553.6171875
2021-10-17,62026.078125
2021-10-18,64261.9921875
2021-10-19,65992.8359375
2021-10-20,62210.171875
2021-10-21,60692.265625
2021-10-22,61393.6171875
2021-10-23,60930.8359375
2021-10-24,63039.82421875
2021-10-25,60363.79296875
2021-10-26,58482.38671875
2021-10-27,60622.13671875
2021-10-28,62227.96484375
2021-10-29,61888.83203125
2021-10-30,61318.95703125
2021-10-31,61004.40625
2021-11-01,63226.40234375
2021-11-02,62970.046875
2021-11-03,61452.23046875
2021-11-04,61125.67578125
2021-11-05,61527.48046875
2021-11-06,63326.98828125
2021-11-07,67566.828125
2021-11-08,66971.828125
2021-11-09,64995.23046875
2021-11-10,64949.9609375
2021-11-11,64155.94140625
2021-11-12,64469.52734375
2021-11-13,65466.83984375
2021-11-14,63557.87109375
2021-11-15,60161.24609375
2021-11-16,60368.01171875
2021-11-17,56942.13671875
2021-11-18,58119.578125
2021-11-19,59697.1953125
2021-11-20,58730.4765625
2021-11-21,56289.2890625
2021-11-22,57569.07421875
2021-11-23,56280.42578125
2021-11-24,57274.6796875
2021-11-25,53569.765625
2021-11-26,54815.078125
2021-11-27,57248.45703125
2021-11-28,57806.56640625
2021-11-29,57005.42578125
2021-11-30,57229.828125
2021-12-01,56477.81640625
2021-12-02,53598.24609375
2021-12-03,49200.703125
2021-12-04,49368.84765625
2021-12-05,50582.625
2021-12-06,50700.0859375
2021-12-07,50504.796875
2021-12-08,47672.12109375
2021-12-09,47243.3046875
2021-12-10,49362.5078125
2021-12-11,50098.3359375
2021-12-12,46737.48046875
2021-12-13,46612.6328125
2021-12-14,48896.72265625
2021-12-15,47665.42578125
2021-12-16,46202.14453125
2021-12-17,46848.77734375
2021-12-18,46707.015625
2021-12-19,46880.27734375
2021-12-20,48936.61328125
2021-12-21,48628.51171875
2021-12-22,50784.5390625
2021-12-23,50822.1953125
2021-12-24,50429.859375
2021-12-25,50809.515625
2021-12-26,50640.41796875
2021-12-27,47588.85546875
2021-12-28,46444.7109375
2021-12-29,47178.125
2021-12-30,46306.4453125
2021-12-31,47686.8125
2022-01-01,47345.21875
2022-01-02,46458.1171875
2022-01-03,45897.57421875
2022-01-04,43569.00390625
2022-01-05,43160.9296875
2022-01-06,41557.90234375
2022-01-07,41733.94140625
2022-01-08,41911.6015625
2022-01-09,41821.26171875
2022-01-10,42735.85546875
2022-01-11,43949.1015625
2022-01-12,42591.5703125
2022-01-13,43099.69921875
2022-01-14,43177.3984375
2022-01-15,43113.87890625
2022-01-16,42250.55078125
2022-01-17,42375.6328125
2022-01-18,41744.328125
2022-01-19,40680.41796875
2022-01-20,36457.31640625
2022-01-21,35030.25
2022-01-22,36276.8046875
2022-01-23,36654.328125
2022-01-24,36954.00390625
2022-01-25,36852.12109375
2022-01-26,37138.234375
2022-01-27,37784.33203125
2022-01-28,38138.1796875
2022-01-29,37917.6015625
2022-01-30,38483.125
2022-01-31,38743.2734375
2022-02-01,36952.984375
2022-02-02,37154.6015625
2022-02-03,41500.875
2022-02-04,41441.1640625
2022-02-05,42412.43359375
2022-02-06,43840.28515625
2022-02-07,44118.4453125
2022-02-08,44338.796875
2022-02-09,43565.11328125
2022-02-10,42407.9375
2022-02-11,42244.46875
2022-02-12,42197.515625
2022-02-13,42586.91796875
2022-02-14,44575.203125
2022-02-15,43961.859375
2022-02-16,40538.01171875
2022-02-17,40030.9765625
2022-02-18,40122.15625
2022-02-19,38431.37890625
2022-02-20,37075.28125
2022-02-21,38286.02734375
2022-02-22,37296.5703125
2022-02-23,38332.609375
2022-02-24,39214.21875
2022-02-25,39105.1484375
2022-02-26,37709.78515625
2022-02-27,43193.234375
2022-02-28,44354.63671875
2022-03-01,43924.1171875
2022-03-02,42451.7890625
2022-03-03,39137.60546875
2022-03-04,39400.5859375
2022-03-05,38419.984375
2022-03-06,38062.0390625
2022-03-07,38737.26953125
2022-03-08,41982.92578125
2022-03-09,39437.4609375
2022-03-10,38794.97265625
2022-03-11,38904.01171875
2022-03-12,37849.6640625
2022-03-13,39666.75390625
2022-03-14,39338.78515625
2022-03-15,41143.9296875
2022-03-16,40951.37890625
2022-03-17,41801.15625
2022-03-18,42190.65234375
2022-03-19,41247.82421875
2022-03-20,41077.99609375
2022-03-21,42358.80859375
2022-03-22,42892.95703125
2022-03-23,43960.93359375
2022-03-24,44348.73046875
2022-03-25,44500.828125
2022-03-26,46820.4921875
2022-03-27,47128.00390625
2022-03-28,47465.73046875
2022-03-29,47062.6640625
2022-03-30,45538.67578125
2022-03-31,46281.64453125
2022-04-01,45868.94921875
2022-04-02,46453.56640625
2022-04-03,46622.67578125
2022-04-04,45555.9921875
2022-04-05,43206.73828125
2022-04-06,43503.84765625
2022-04-07,42287.6640625
2022-04-08,42782.13671875
2022-04-09,42207.671875
2022-04-10,39521.90234375
2022-04-11,40127.18359375
2022-04-12,41166.73046875
2022-04-13,39935.515625
2022-04-14,40553.46484375
2022-04-15,40424.484375
2022-04-16,39716.953125
2022-04-17,40826.21484375
2022-04-18,41502.75
2022-04-19,41374.37890625
2022-04-20,40527.36328125
2022-04-21,39740.3203125
2022-04-22,39486.73046875
2022-04-23,39469.29296875
2022-04-24,40458.30859375
2022-04-25,38117.4609375
2022-04-26,39241.12109375
2022-04-27,39773.828125
2022-04-28,38609.82421875
2022-04-29,37714.875
2022-04-30,38469.09375
2022-05-01,38529.328125
2022-05-02,37750.453125
2022-05-03,39698.37109375
2022-05-04,36575.140625
2022-05-05,36040.921875
2022-05-06,35501.953125
2022-05-07,34059.265625
2022-05-08,30296.953125
2022-05-09,31022.90625
2022-05-10,28936.35546875
2022-05-11,29047.751953125
2022-05-12,29283.103515625
2022-05-13,30101.265625
2022-05-14,31305.11328125
2022-05-15,29862.91796875
2022-05-16,30425.857421875
2022-05-17,28720.271484375
2022-05-18,30314.333984375
2022-05-19,29200.740234375
2022-05-20,29432.2265625
2022-05-21,30323.72265625
2022-05-22,29098.91015625
2022-05-23,29655.5859375
2022-05-24,29562.361328125
2022-05-25,29267.224609375
2022-05-26,28627.57421875
2022-05-27,28814.900390625
2022-05-28,29445.95703125
2022-05-29,31726.390625
2022-05-30,31792.310546875
2022-05-31,29799.080078125
2022-06-01,30467.48828125
2022-06-02,29704.390625
2022-06-03,29832.9140625
2022-06-04,29906.662109375
2022-06-05,31370.671875
2022-06-06,31155.478515625
2022-06-07,30214.35546875
2022-06-08,30111.998046875
2022-06-09,29083.8046875
2022-06-10,28360.810546875
2022-06-11,26762.6484375
2022-06-12,22487.388671875
2022-06-13,22206.79296875
2022-06-14,22572.83984375
2022-06-15,20381.650390625
2022-06-16,20471.482421875
2022-06-17,19017.642578125
2022-06-18,20553.271484375
2022-06-19,20599.537109375
2022-06-20,20710.59765625
2022-06-21,19987.029296875
2022-06-22,21085.876953125
2022-06-23,21231.65625
2022-06-24,21502.337890625
2022-06-25,21027.294921875
2022-06-26,20735.478515625
2022-06-27,20280.634765625
2022-06-28,20104.0234375
2022-06-29,19784.7265625
2022-06-30,19269.3671875
2022-07-01,19242.255859375
2022-07-02,19297.076171875
2022-07-03,20231.26171875
2022-07-04,20190.115234375
2022-07-05,20548.24609375
2022-07-06,21637.587890625
2022-07-07,21731.1171875
2022-07-08,21592.20703125
2022-07-09,20860.44921875
2022-07-10,19970.556640625
2022-07-11,19323.9140625
2022-07-12,20212.07421875
2022-07-13,20569.919921875
2022-07-14,20836.328125
2022-07-15,21190.31640625
2022-07-16,20779.34375
2022-07-17,22485.689453125
2022-07-18,23389.43359375
2022-07-19,23231.732421875
2022-07-20,23164.62890625
2022-07-21,22714.978515625
2022-07-22,22465.478515625
2022-07-23,22609.1640625
2022-07-24,21361.701171875
2022-07-25,21239.75390625
2022-07-26,22930.548828125
2022-07-27,23843.88671875
2022-07-28,23804.6328125
2022-07-29,23656.20703125
2022-07-30,23336.896484375
2022-07-31,23314.19921875
2022-08-01,22978.1171875
2022-08-02,22846.5078125
2022-08-03,22630.95703125
2022-08-04,23289.314453125
2022-08-05,22961.279296875
2022-08-06,23175.890625
2022-08-07,23809.486328125
2022-08-08,23164.318359375
2022-08-09,23947.642578125
2022-08-10,23957.529296875
2022-08-11,24402.818359375
2022-08-12,24424.068359375
2022-08-13,24319.333984375
2022-08-14,24136.97265625
2022-08-15,23883.291015625
2022-08-16,23335.998046875
2022-08-17,23212.73828125
2022-08-18,20877.552734375
2022-08-19,21166.060546875
2022-08-20,21534.12109375
2022-08-21,21398.908203125
2022-08-22,21528.087890625
2022-08-23,21395.01953125
2022-08-24,21600.904296875
2022-08-25,20260.01953125
2022-08-26,20041.73828125
2022-08-27,19616.814453125
2022-08-28,20297.994140625
2022-08-29,19796.80859375
2022-08-30,20049.763671875
2022-08-31,20127.140625
2022-09-01,19969.771484375
2022-09-02,19832.087890625
2022-09-03,19986.712890625
2022-09-04,19812.37109375
2022-09-05,18837.66796875
2022-09-06,19290.32421875
2022-09-07,19329.833984375
2022-09-08,21381.15234375
2022-09-09,21680.5390625
2022-09-10,21769.255859375
2022-09-11,22370.44921875
2022-09-12,20296.70703125
2022-09-13,20241.08984375
2022-09-14,19701.2109375
2022-09-15,19772.583984375
2022-09-16,20127.576171875
2022-09-17,19419.505859375
2022-09-18,19544.12890625
2022-09-19,18890.7890625
2022-09-20,18547.400390625
2022-09-21,19413.55078125
2022-09-22,19297.638671875
2022-09-23,18937.01171875
2022-09-24,18802.09765625
2022-09-25,19222.671875
2022-09-26,19110.546875
2022-09-27,19426.720703125
2022-09-28,19573.05078125
2022-09-29,19431.7890625
2022-09-30,19312.095703125
2022-10-01,19044.107421875
2022-10-02,19623.580078125
2022-10-03,20336.84375
2022-10-04,20160.716796875
2022-10-05,19955.443359375
2022-10-06,19546.849609375
2022-10-07,19416.568359375
2022-10-08,19446.42578125
2022-10-09,19141.484375
2022-10-10,19051.41796875
2022-10-11,19157.4453125
2022-10-12,19382.904296875
2022-10-13,19185.65625
2022-10-14,19067.634765625
2022-10-15,19268.09375
2022-10-16,19550.7578125
2022-10-17,19334.416015625
2022-10-18,19139.53515625
2022-10-19,19053.740234375
2022-10-20,19172.46875
2022-10-21,19208.189453125
2022-10-22,19567.0078125
2022-10-23,19345.572265625
2022-10-24,20095.857421875
2022-10-25,20770.44140625
2022-10-26,20285.8359375
2022-10-27,20595.3515625
2022-10-28,20818.4765625
2022-10-29,20635.603515625
2022-10-30,20495.7734375
2022-10-31,20485.2734375
2022-11-01,20159.50390625
2022-11-02,20209.98828125
2022-11-03,21147.23046875
2022-11-04,21282.69140625
2022-11-05,20926.486328125
2022-11-06,20602.81640625
2022-11-07,18541.271484375
2022-11-08,15880.7802734375
2022-11-09,17586.771484375
2022-11-10,17034.29296875
2022-11-11,16799.185546875
2022-11-12,16353.365234375
2022-11-13,16618.19921875
2022-11-14,16884.61328125
2022-11-15,16669.439453125
2022-11-16,16687.517578125
2022-11-17,16697.77734375
2022-11-18,16711.546875
2022-11-19,16291.83203125
2022-11-20,15787.2841796875
2022-11-21,16189.76953125
2022-11-22,16610.70703125
2022-11-23,16604.46484375
2022-11-24,16521.841796875
2022-11-25,16464.28125
2022-11-26,16444.626953125
2022-11-27,16217.322265625
2022-11-28,16444.982421875
2022-11-29,17168.56640625
2022-11-30,16967.1328125
2022-12-01,17088.66015625
2022-12-02,16908.236328125
