Price,BTC_Close,BTC_Volume,MACD_Signal,SMA_14,RSI_14,MACD,BB_High,BB_Low,BTC_Close_Lag1,ETH_Close,Target_close
2020-03-25,6681.06298828125,44590107888.0,-770.6874863637364,5774.51416015625,46.47157518121934,191.50514524055905,9130.022597419393,3942.839267814984,6734.8037109375,136.19589233398438,6716.4404296875
2020-03-26,6716.4404296875,35319797642.0,-718.8692368279281,5899.20361328125,46.91138413003205,212.2582381156764,8726.47343581054,4105.777882548835,6681.06298828125,138.36155700683594,6469.79833984375
2020-03-27,6469.79833984375,34585598367.0,-668.7407028871037,5963.924421037947,44.185633396082416,205.08855194462532,8302.824753366787,4285.410988820712,6716.4404296875,133.9379425048828,6242.19384765625
2020-03-28,6242.19384765625,34885225901.0,-624.4061719358742,6038.340680803572,41.77346978339112,181.54075233008396,8029.074443802573,4372.569062056801,6469.79833984375,130.9864959716797,5922.04296875
2020-03-29,5922.04296875,28373690931.0,-589.7119715018528,6076.17839704241,38.58282638511462,142.64202078099936,7751.306326836167,4450.177022773208,6242.19384765625,125.58373260498048,6429.841796875
2020-03-30,6429.841796875,37101651525.0,-553.4331641933874,6177.275669642857,45.670953252777245,148.67346431960516,7465.370586114124,4588.123993964,5922.04296875,132.904541015625,6438.64453125
2020-03-31,6438.64453125,32786468812.0,-516.661122406983,6263.91960797991,45.78775507911367,150.36647106825558,7124.2066219198,4782.009393705199,6429.841796875,133.59356689453125,6606.7763671875
2020-04-01,6606.7763671875,40346426266.0,-477.6475615452158,6361.65802873884,48.08358284282493,159.0767749114359,7147.190374377315,4922.624469372686,6438.64453125,135.63455200195312,6793.62451171875
2020-04-02,6793.62451171875,47660646124.0,-435.2045068505869,6404.688860212053,50.5879516567574,172.5606390470743,7233.404069512424,4959.40252228445,6606.7763671875,142.02914428710938,6733.38720703125
2020-04-03,6733.38720703125,38976504903.0,-392.8059788337959,6442.875209263393,49.754675610214335,172.16791512148006,7263.853334764591,5082.25535664166,6793.62451171875,142.09130859375,6867.52734375
2020-04-04,6867.52734375,33185988584.0,-349.6225483552993,6491.622419084822,51.66404520076301,175.11051057526623,7315.752599050662,5177.877332589964,6733.38720703125,145.21939086914062,6791.12939453125
2020-04-05,6791.12939453125,29510409856.0,-308.6329271536396,6560.256312779018,50.48729550760985,166.1542028200896,7266.554826421869,5404.740046625006,6867.52734375,143.54664611816406,7271.78125
2020-04-06,7271.78125,46896904615.0,-262.79513027866585,6621.361049107143,57.106697775047245,185.3803156331963,7306.03479927676,5569.87525931699,6791.12939453125,169.13587951660156,7176.41455078125
2020-04-07,7176.41455078125,44243482668.0,-217.2440405996252,6652.904680524553,55.52068119614862,184.08008135728477,7267.862342728757,5801.845323286868,7271.78125,165.10194396972656,7334.0986328125
2020-04-08,7334.0986328125,37563249549.0,-171.2496162805414,6699.550083705357,57.61668185834377,185.7120447623039,7384.701472658225,5799.296769529275,7176.41455078125,172.64173889160156,7302.08935546875
2020-04-09,7302.08935546875,34815139178.0,-127.50879893229046,6741.38214983259,57.02918820909556,176.5672402965044,7475.491404480099,5818.837941223026,7334.0986328125,170.80714416503906,6865.4931640625
2020-04-10,6865.4931640625,43622840992.0,-94.14848359406852,6769.646065848215,49.60023796659944,134.92492814795165,7486.370382807738,5876.0016386766365,7302.08935546875,158.41244506835938,6859.0830078125
2020-04-11,6859.0830078125,31222085946.0,-68.9309555280814,6813.709577287947,49.49828642886356,102.24271314557856,7439.203464794597,6026.051369189777,6865.4931640625,158.2160186767578,6971.091796875
2020-04-12,6971.091796875,35759567632.0,-48.19497086133458,6888.641636439732,51.37891419339324,84.21395778048952,7458.602805204743,6062.1297143265065,6859.0830078125,161.14242553710938,6845.03759765625
2020-04-13,6845.03759765625,38619308647.0,-33.25622039583277,6918.298479352678,49.16020533936507,60.9302397806302,7464.960149984467,6066.795758218659,6971.091796875,156.27955627441406,6842.427734375
2020-04-14,6842.427734375,34110434052.0,-22.70001919214701,6947.14013671875,49.11291676247365,43.31244076858835,7472.65127144661,6075.241111365891,6845.03759765625,157.5963897705078,6642.10986328125
2020-04-15,6642.10986328125,32288311031.0,-18.588305175123967,6949.663957868303,45.49550714454196,17.453503156905327,7470.906706737082,6069.552619434792,6842.427734375,153.28689575195312,7116.80419921875
2020-04-16,7116.80419921875,46783242377.0,-11.115576325020882,6972.74822126116,54.11951258591219,30.822669804791463,7504.529483799508,6100.630428309867,6642.10986328125,172.15737915039062,7096.1845703125
2020-04-17,7096.1845703125,32513423567.0,-2.2316007751437263,6998.662318638393,53.72188233365114,36.3983872288601,7508.509734081561,6182.049250293439,7116.80419921875,171.63858032226562,7257.6650390625
2020-04-18,7257.6650390625,32447188386.0,9.65261702388655,7026.529296875,56.42219897883047,48.33527686909521,7446.452514455908,6377.668676950341,7096.1845703125,186.9140014648437,7189.4248046875
2020-04-19,7189.4248046875,31311210215.0,21.683604854803768,7054.978969029018,54.962672295414215,48.8630700611273,7448.722256582302,6451.357235605198,7257.6650390625,181.61495971679688,6881.95849609375
2020-04-20,6881.95849609375,37747113936.0,28.221034335058444,7027.134486607143,48.83325221200101,26.833976837527597,7414.179393477971,6530.231495193904,7189.4248046875,172.2971649169922,6880.3232421875
2020-04-21,6880.3232421875,32589741511.0,30.882094046294696,7005.985107421875,48.802080387122125,11.277729048130604,7397.67579254473,6574.089783627144,6881.95849609375,172.73770141601562,7117.20751953125
2020-04-22,7117.20751953125,33249153866.0,34.68298689148287,6990.492885044643,53.43875760745583,15.790074625146922,7407.750251030979,6596.373625922146,6880.3232421875,182.59957885742188,7429.724609375
2020-04-23,7429.724609375,43500782316.0,43.90603408063071,6999.60968889509,58.74680030093584,37.43520174716018,7463.348032473711,6610.40958471379,7117.20751953125,185.02867126464844,7550.90087890625
2020-04-24,7550.90087890625,34636526286.0,57.87732106892731,7048.5673828125,60.62135907138807,56.387904551385176,7544.665220509339,6597.429750193786,7429.724609375,189.2369384765625,7569.93603515625
2020-04-25,7569.93603515625,32941541447.0,74.2640955027309,7099.34259905134,60.92175910604645,66.01258928537516,7612.337785764132,6607.637849001494,7550.90087890625,195.5153045654297,7679.8671875
2020-04-26,7679.8671875,33070154491.0,92.89045331303694,7149.96941266741,62.69183606653577,74.9364252060167,7687.534130029628,6573.250098485998,7569.93603515625,197.31753540039065,7795.60107421875
2020-04-27,7795.60107421875,36162144725.0,113.57886457660646,7217.866803850447,64.51420428538503,83.15270212369205,7789.563415307568,6533.139465551807,7679.8671875,197.22471618652344,7807.05859375
2020-04-28,7807.05859375,33187959921.0,134.39913911704767,7286.769008091518,64.69804671195344,83.65058797972415,7870.4427995269425,6499.556077426182,7795.60107421875,198.41539001464844,8801.0380859375
2020-04-29,8801.0380859375,60201052203.0,169.76266925385366,7440.978166852678,76.21193146197726,141.79623618277546,8243.277084302821,6276.616665697178,7807.05859375,216.96823120117188,8658.5537109375
2020-04-30,8658.5537109375,66964629541.0,209.72763711510407,7551.103131975447,72.5586203376454,160.1766427204759,8487.531846517777,6211.667958169723,8801.0380859375,207.60205078125,8864.7666015625
2020-05-01,8864.7666015625,44068389997.0,253.29366186677805,7677.430419921875,74.46632143573899,174.5574047828277,8740.498704337024,6159.269459725476,8658.5537109375,214.21910095214844,8988.5966796875
2020-05-02,8988.5966796875,40134388683.0,298.2312853890188,7801.068394252232,75.56485741377205,180.0220735963194,8983.470645649713,6118.048006694035,8864.7666015625,215.32537841796875,8897.46875
2020-05-03,8897.46875,47101785174.0,339.53927364674195,7923.071533203125,73.07330688087848,165.48341632777442,9161.244807170247,6145.516960407878,8988.5966796875,210.9331512451172,8912.654296875
2020-05-04,8912.654296875,45718796276.0,375.8752416806664,8068.121233258928,73.23169924902696,145.57670976473145,9311.376092469212,6202.408331358913,8897.46875,208.17401123046875,9003.0703125
2020-05-05,9003.0703125,43148462663.0,407.7758912903613,8219.746023995536,74.20465304453556,127.81819034743836,9431.450056762696,6318.430411987302,8912.654296875,206.7743988037109,9268.76171875
2020-05-06,9268.76171875,49371886931.0,438.5338319422751,8373.428466796875,76.86565639301465,123.23138639187056,9610.42239126077,6354.653829442355,9003.0703125,204.0557861328125,9951.5185546875
2020-05-07,9951.5185546875,61112700562.0,476.85664193034046,8553.556605747768,82.00335690202242,153.47607847689704,9910.446313444874,6340.16330569575,9268.76171875,212.28941345214844,9842.666015625
2020-05-08,9842.666015625,51780748042.0,515.0884890063788,8717.254115513393,78.99140099872001,153.09853674934357,10141.142793403376,6367.9669233935,9951.5185546875,212.9915771484375,9593.896484375
2020-05-09,9593.896484375,46566121841.0,546.1161822560636,8861.822719029018,72.44270342541463,124.2692453768326,10280.891237542915,6468.66564722271,9842.666015625,211.60012817382807,8756.4306640625
2020-05-10,8756.4306640625,63325279337.0,556.3959412118825,8938.720110212054,55.70120592281947,41.26577100734744,10252.1945506374,6684.8095509251,9593.896484375,188.5995635986328,8601.7958984375
2020-05-11,8601.7958984375,57119858802.0,549.3971686864851,8996.305454799107,53.253967110253015,-27.8592228001462,10182.769565578406,6926.381801609094,8756.4306640625,185.912841796875,8804.4775390625
2020-05-12,8804.4775390625,42142717533.0,533.9169145119438,9067.54966517857,55.983682770025695,-61.795212368507805,10129.520029679172,7148.358339461452,8601.7958984375,189.3125,9269.9873046875
2020-05-13,9269.9873046875,45558144023.0,520.142164240224,9101.04603794643,61.53881476808467,-54.98251444239122,10136.35971797008,7325.5449207017955,8804.4775390625,199.1932830810547,9733.7216796875
2020-05-14,9733.7216796875,56426907637.0,514.3715878494963,9177.84375,66.12531223194034,-22.97444652055208,10200.287421725036,7479.899297024962,9269.9873046875,202.9490966796875,9328.197265625
2020-05-15,9328.197265625,48158802327.0,506.2781136535778,9210.94594029018,59.44901647764084,-32.27402637217813,10170.665755033338,7685.347086763534,9733.7216796875,195.62266540527344,9377.013671875
2020-05-16,9377.013671875,36164766408.0,496.7778924267191,9238.690011160714,59.97292464975707,-37.90841147963016,10128.278623946831,7897.448866287541,9328.197265625,200.6771240234375,9670.7392578125
2020-05-17,9670.7392578125,40084250663.0,490.4479295789944,9293.923618861609,63.0650162481963,-25.23422711734065,10106.222212862642,8107.019095731111,9377.013671875,207.15869140625,9726.5751953125
2020-05-18,9726.5751953125,41827139896.0,486.2098501105991,9352.060825892857,63.640030643839616,-16.87303549644605,10040.125142268556,8365.067826481447,9670.7392578125,214.52505493164065,9729.0380859375
2020-05-19,9729.0380859375,39254288955.0,482.4362131296175,9403.91566685268,63.66690012338876,-15.02113775171432,10095.176568809147,8402.816399940853,9726.5751953125,213.4511108398437,9522.9814453125
2020-05-20,9522.9814453125,36546239703.0,474.7644169169478,9422.07421875,59.69241334613198,-30.619211975810288,10100.819998370498,8483.615743817001,9729.0380859375,210.09674072265625,9081.76171875
2020-05-21,9081.76171875,39326160532.0,456.9300110662675,9359.94873046875,52.180832522130125,-71.27468512536842,10094.068241538693,8512.067012367559,9522.9814453125,199.88360595703125,9182.5771484375
2020-05-22,9182.5771484375,29810773699.0,434.2278027787983,9312.799525669643,53.61707288335725,-90.75055659273328,10092.786447447044,8532.746853334209,9081.76171875,207.169189453125,9209.287109375
2020-05-23,9209.287109375,27727866812.0,409.10108633014056,9285.327427455357,54.01117463404274,-100.45290569440856,10086.714813182349,8570.000323536404,9182.5771484375,208.69439697265625,8790.3681640625
2020-05-24,8790.3681640625,32518803300.0,376.1558878996586,9287.751534598214,47.232666687767534,-131.73083038446805,10095.729428133693,8548.757095303807,9209.287109375,202.370346069336,8906.9345703125
2020-05-25,8906.9345703125,31288157264.0,341.03967174780865,9309.547154017857,49.145206445379706,-140.41860201424186,10099.939136812476,8534.933812406272,8790.3681640625,205.3197479248047,8835.052734375
2020-05-26,8835.052734375,29584186947.0,304.4794227180237,9311.73109654018,47.99008594971555,-146.19816017432413,10105.994414577215,8485.507636204034,8906.9345703125,201.90231323242188,9181.017578125
2020-05-27,9181.017578125,32740536902.0,273.7563273515662,9305.37611607143,53.63820520290111,-122.8527183725306,10010.342285282475,8504.109667842524,8835.052734375,208.86343383789065,9525.7509765625
2020-05-28,9525.7509765625,34367073114.0,253.17847623024687,9290.521065848214,58.477053040246986,-82.2746792426563,9956.958976598044,8525.801472620704,9181.017578125,219.8404235839844,9439.1240234375
2020-05-29,9439.1240234375,32896642044.0,238.07906521171543,9298.444405691964,56.87075877119563,-60.36363908548034,9937.047874257152,8530.235328867848,9525.7509765625,220.6751251220703,9700.4140625
2020-05-30,9700.4140625,32722975141.0,230.83107001066216,9321.54443359375,60.4037920318652,-28.960494588182712,9976.468968285604,8585.212574683144,9439.1240234375,242.34559631347656,9461.05859375
2020-05-31,9461.05859375,27773290299.0,224.5392546117058,9306.56724330357,55.88736761526501,-25.138107593029304,9948.936347545086,8698.671464954912,9700.4140625,230.9757080078125,10167.2685546875
2020-06-01,10167.2685546875,35198901068.0,229.931978635436,9338.045340401786,64.35566699170084,21.5978906268866,10070.59294177164,8713.29397229086,9461.05859375,246.99176025390625,9529.8037109375
2020-06-02,9529.8037109375,39137252109.0,231.67120933451096,9323.81431361607,54.234787494559306,6.981917806058561,10083.695285940554,8726.173268746945,10167.2685546875,237.21905517578125,9656.7177734375
2020-06-03,9656.7177734375,25007459262.0,232.5261420456806,9333.366908482143,55.72759152204922,3.4428744345071607,10073.182263377266,8728.985900685233,9529.8037109375,244.1793212890625,9800.63671875
2020-06-04,9800.63671875,25921805072.0,234.5481655286128,9384.715122767857,57.42360427515144,8.10952323483312,10117.778878639316,8731.633230735684,9656.7177734375,244.4263916015625,9665.533203125
2020-06-05,9665.533203125,23509628646.0,234.50562068612876,9419.211983816964,55.28259878311562,-0.1503373770941038,10139.604824804936,8738.659237695061,9800.63671875,241.22198486328125,9653.6796875
2020-06-06,9653.6796875,20438419222.0,232.44767302159755,9450.954310825891,55.08853087106517,-8.213418403649342,10137.662339711223,8738.895765757525,9665.533203125,241.9313201904297,9758.8525390625
2020-06-07,9758.8525390625,25015250846.0,230.38256708501405,9520.131766183036,56.546119606731104,-8.243412366406005,10142.073169356148,8737.712670487603,9653.6796875,245.1672515869141,9771.4892578125
2020-06-08,9771.4892578125,21486346312.0,228.097753743056,9581.885672433036,56.72783916737525,-9.12350206180119,10147.925757892612,8736.105199138638,9758.8525390625,246.30990600585932,9795.7001953125
2020-06-09,9795.7001953125,23717842783.0,225.66139619401852,9650.503348214286,57.09801872555307,-9.730845629377823,10177.643829817423,8733.659002213828,9771.4892578125,244.9114532470703,9870.0947265625
2020-06-10,9870.0947265625,25706567601.0,223.9303648882565,9699.72314453125,58.2790783747508,-6.910620973972414,10217.184612860085,8772.951519952416,9795.7001953125,247.4449462890625,9321.78125
2020-06-11,9321.78125,30247143440.0,213.47375805225573,9685.153878348214,47.82823321486205,-41.81392339214173,10214.582885692258,8789.47365727649,9870.0947265625,231.70266723632807,9480.84375
2020-06-12,9480.84375,22610564515.0,200.1474815373034,9688.133858816964,50.595969373247954,-53.2935283116725,10215.56819343889,8815.64401359236,9321.78125,237.4932098388672,9475.27734375
2020-06-13,9475.27734375,17564322315.0,185.1761517410857,9672.052664620536,50.495014004684215,-59.874599034993565,10166.60693498892,8933.096190011081,9480.84375,238.90884399414065,9386.7880859375
2020-06-14,9386.7880859375,18991732746.0,168.12470793127594,9666.747628348214,48.82709587734202,-68.19584916372048,10122.236509596603,9025.451966965897,9475.27734375,234.1147003173828,9450.7021484375
2020-06-15,9450.7021484375,26699704768.0,151.2998751378915,9615.56431361607,50.10895237468732,-67.29014035367064,10041.44939479346,9167.80402317529,9386.7880859375,229.9289093017578,9538.0244140625
2020-06-16,9538.0244140625,21565537209.0,136.54739600377044,9616.15150669643,51.88239287410087,-59.00140651026297,10015.589953160052,9229.364148402448,9450.7021484375,234.41616821289065,9480.2548828125
2020-06-17,9480.2548828125,20177709879.0,122.6342790613953,9603.54701450893,50.60091560884779,-55.64458810893756,10016.044761997253,9224.359730190248,9538.0244140625,233.0282745361328,9411.8408203125
2020-06-18,9411.8408203125,17770083003.0,108.60559192151194,9575.77587890625,49.055622324838765,-56.10745257187445,10017.346411912924,9220.329759962076,9480.2548828125,232.1011657714844,9288.0185546875
2020-06-19,9288.0185546875,19632223107.0,93.0168285391356,9548.810546875,46.29968924687438,-62.3482979805721,10019.72224858775,9176.714372506,9411.8408203125,227.13829040527344,9332.3408203125
2020-06-20,9332.3408203125,17130541557.0,77.76256002159067,9525.85777064732,47.43799694862077,-61.01081892819778,10025.2284940827,9158.336349667296,9288.0185546875,229.27426147460932,9303.6298828125
2020-06-21,9303.6298828125,15324301169.0,62.88229752389893,9493.341866629464,46.74673247105341,-59.515258189168186,9910.24437292254,9186.95660363996,9332.3408203125,228.9898223876953,9648.7177734375
2020-06-22,9648.7177734375,21104009514.0,54.37885697437258,9484.572474888391,55.19735299720669,-34.00839941590474,9918.660080382691,9190.432302429808,9303.6298828125,242.5331878662109,9629.658203125
2020-06-23,9629.658203125,17006433272.0,49.89002455982714,9472.712332589286,54.681235329490335,-17.95036411660824,9915.977113261117,9190.409312520133,9648.7177734375,244.14215087890625,9313.6103515625
2020-06-24,9313.6103515625,18961716076.0,42.99671441800395,9432.963448660714,46.85719343385187,-27.568642841491844,9887.275351834984,9170.408437227514,9629.658203125,235.7724609375,9264.8134765625
2020-06-25,9264.8134765625,18616048626.0,34.081159076961434,9428.894321986609,45.76830954213881,-35.657964208850075,9879.041074890662,9138.570741515588,9313.6103515625,232.94448852539065,9162.91796875
2020-06-26,9162.91796875,18341465837.0,22.662106594709016,9406.185337611609,43.49532942725113,-45.67226811700027,9877.19990157771,9091.33574295354,9264.8134765625,229.6680450439453,9045.390625
2020-06-27,9045.390625,17273093144.0,8.34578455214813,9375.47914341518,40.96809735042027,-57.261638343014695,9864.225121794374,9032.964331330626,9162.91796875,222.9597930908203,9143.58203125
2020-06-28,9143.58203125,14560870760.0,-5.488439856015477,9358.10728236607,43.90086661072647,-55.33351816189875,9825.317392019566,9009.081338449185,9045.390625,225.34716796875,9190.8544921875
2020-06-29,9190.8544921875,16460547078.0,-17.528568133659974,9339.54673549107,45.30957729891333,-48.157383970056365,9767.083066006617,9006.831094149637,9143.58203125,228.1948699951172,9137.9931640625
2020-06-30,9137.9931640625,15735797744.0,-28.61644875879756,9310.973074776786,43.97963790947926,-44.348625147426006,9674.154792869806,9026.549211036445,9190.8544921875,226.31500244140625,9228.3251953125
2020-07-01,9228.3251953125,15971550355.0,-37.019816503419136,9292.978097098214,46.85060712228707,-33.610788243442954,9673.666634646088,9017.691763791412,9137.9931640625,231.1134185791016,9123.41015625
2020-07-02,9123.41015625,16338916796.0,-44.88954768203708,9272.375906808036,44.0283554342012,-31.476440699975065,9663.25495862367,8992.360080438832,9228.3251953125,229.39219665527344,9087.3037109375
2020-07-03,9087.3037109375,13078970999.0,-52.48600637460656,9258.039132254464,43.06684230390004,-30.383534756374367,9652.267377954244,8964.550297827007,9123.41015625,225.38706970214844,9132.48828125
2020-07-04,9132.48828125,12290528515.0,-58.67244459502848,9243.763950892857,44.69456592786933,-24.743623238777104,9645.769494928254,8945.618200384246,9087.3037109375,229.07411193847656,9073.9423828125
2020-07-05,9073.9423828125,12903406143.0,-64.45114523267544,9227.357700892857,42.97992931346095,-23.11283065865564,9632.049760466822,8921.661958283179,9132.48828125,227.6645965576172,9375.474609375
2020-07-06,9375.474609375,17889263252.0,-64.71368705300219,9207.84033203125,52.98415648341673,-1.0483414551516006,9606.665954741264,8930.790783539986,9073.9423828125,241.51022338867188,9252.27734375
2020-07-07,9252.27734375,13839652595.0,-63.32308935353692,9180.884556361609,49.18700283350024,5.564081377880356,9581.038479131736,8933.620505243263,9375.474609375,239.07553100585932,9428.3330078125
2020-07-08,9428.3330078125,19702359883.0,-58.01604183379567,9189.079031808036,54.23458259568621,21.22975543104502,9583.513101243483,8932.795101881517,9252.27734375,246.6700134277344,9277.9677734375
2020-07-09,9277.9677734375,18000702524.0,-52.79920284093619,9190.018624441964,49.6941640899628,20.86880537169105,9582.85551035106,8932.447614648938,9428.3330078125,243.01596069335932,9278.8076171875
2020-07-10,9278.8076171875,16860035605.0,-47.77864084554055,9198.296456473214,49.71948358587208,20.083590019004305,9578.55297382422,8931.396830863281,9277.9677734375,240.9849853515625,9240.3466796875
2020-07-11,9240.3466796875,13249910444.0,-43.649012233281375,9212.221888950891,48.51522219004824,16.519757076409043,9574.660639600794,8928.960844774205,9278.8076171875,239.4581756591797,9276.5
2020-07-12,9276.5,14452361907.0,-39.617995322500974,9221.716029575891,49.74737871763365,16.125218224131537,9500.522634344865,8965.877072686388,9240.3466796875,242.13169860839844,9243.6142578125
2020-07-13,9243.6142578125,17519821266.0,-36.29447426777661,9225.484584263391,48.60781841659534,13.2951495717775,9410.25706458463,9017.538247915369,9276.5,239.6045837402344,9243.2138671875
2020-07-14,9243.2138671875,18085038362.0,-33.51228792480448,9233.00034877232,48.59322342820073,11.129731809819688,9401.926322797564,9018.829341264936,9243.6142578125,240.21148681640625,9192.8369140625
2020-07-15,9192.8369140625,15844731575.0,-31.94260007885915,9230.46547154018,46.69351532294287,6.2796647523029065,9396.799810506183,9016.758197306312,9243.2138671875,238.42352294921875,9132.2275390625
2020-07-16,9132.2275390625,15713967523.0,-32.1093519641048,9231.095284598214,44.44238264230695,-0.666161829334925,9397.143711230176,9013.345253613574,9192.8369140625,233.6408843994141,9151.392578125
2020-07-17,9151.392578125,13944570749.0,-32.97677850989849,9235.673060825891,45.33975092354376,-3.4689231167884103,9389.938850469647,9031.150309686604,9132.2275390625,232.7730865478516,9159.0400390625
2020-07-18,9159.0400390625,12252601475.0,-34.04073090418213,9237.569614955357,45.71653014528608,-4.25508451562478,9389.6813268872,9032.953634050298,9151.392578125,235.4838104248047,9185.8173828125
2020-07-19,9185.8173828125,12939002784.0,-34.66728515855036,9245.56068638393,47.09175466461395,-2.505545664189448,9389.558516182513,9032.572733817486,9159.0400390625,238.48751831054688,9164.2314453125
2020-07-20,9164.2314453125,13755604146.0,-35.25221899357783,9230.471888950891,46.07833143352398,-2.339113716669118,9389.079544983686,9035.675533141311,9185.8173828125,236.15316772460932,9374.8876953125
2020-07-21,9374.8876953125,18069581956.0,-32.339158384120154,9239.229771205357,56.02429586460119,11.65281801511444,9410.073302755149,9029.338025369852,9164.2314453125,245.0167236328125,9525.36328125
2020-07-22,9525.36328125,16532254884.0,-24.91187250249665,9246.16050502232,61.48875866965524,29.70967646844218,9466.640102026611,9012.966538598386,9374.8876953125,262.1906433105469,9581.072265625
2020-07-23,9581.072265625,18146399002.0,-14.098924768575497,9267.810825892857,63.306642016770446,43.25228440046863,9524.604270078147,9004.379226015602,9525.36328125,274.6890563964844,9536.892578125
2020-07-24,9536.892578125,16552768325.0,-2.4034691742092478,9286.24546595982,60.85337268884511,46.78227928931574,9562.881974143333,9006.541951637919,9581.072265625,279.2154235839844,9677.11328125
2020-07-25,9677.11328125,16610070933.0,11.474647557481696,9317.443080357143,65.432084665881,55.512889993305,9624.146112388557,9005.594903236444,9536.892578125,304.0567626953125,9905.1669921875
2020-07-26,9905.1669921875,20507998997.0,29.6056109146776,9362.347865513391,71.30961676673488,72.52424515707446,9743.600171484,8939.11008242225,9677.11328125,309.64361572265625,10990.873046875
2020-07-27,10990.873046875,35359749590.0,66.70604991106708,9487.152064732143,84.67172364985105,148.4021186969466,10249.362757990628,8607.207066228122,9905.1669921875,321.5140991210937,10912.8232421875
2020-07-28,10912.8232421875,28766551142.0,112.35404679039128,9606.409877232143,81.72501076166829,182.5923233611821,10547.929208732276,8457.089638923975,10990.873046875,316.6572570800781,11100.4677734375
2020-07-29,11100.4677734375,24617249715.0,163.70422523448434,9742.669224330357,83.23556753310073,205.4010247429404,10842.753253657487,8344.515593998764,10912.8232421875,318.1908874511719,11111.2138671875
2020-07-30,11111.2138671875,22857247901.0,215.73489201387736,9884.025390625,83.32059512310714,208.1229550495852,11087.933250503544,8282.576222152704,11100.4677734375,334.5866394042969,11323.466796875
2020-07-31,11323.466796875,23160469766.0,268.35921023960685,10039.173549107143,84.94481513965164,210.4975395066377,11345.45451894783,8233.366965427169,11111.2138671875,345.5546569824219,11759.5927734375
