Price,BTC_Close,BTC_Volume,MACD_Signal,SMA_14,RSI_14,MACD,BB_High,BB_Low,BTC_Close_Lag1,ETH_Close
2020-03-07,8909.9541015625,36216930370.0,-134.0888761790985,8991.41392299107,42.736046083154044,16.760787330126448,10176.43756836876,8253.904326162492,9122.5458984375,237.85308837890625
2020-03-08,8108.1162109375,39973102121.0,-151.62483110107178,8861.671107700893,31.10569810759786,-31.91021268310527,10184.40157557359,8087.7376822389115,8909.9541015625,200.6890563964844
2020-03-09,7923.64453125,46936995808.0,-177.4491665702135,8738.34751674107,29.14085248765595,-70.42799203131247,10093.518255228777,7956.7858463337225,8108.1162109375,201.986328125
2020-03-10,7909.7294921875,42213940994.0,-206.93230783205763,8636.063546316964,28.992085234533917,-89.51771773297043,10073.226664208727,7804.7117146975215,7923.64453125,200.76724243164065
2020-03-11,7911.43017578125,38682762605.0,-236.66438869728046,8571.128383091518,29.039766075416864,-94.22901290232898,10028.535885811263,7679.697952079361,7909.7294921875,194.8685302734375
2020-03-12,4970.7880859375,53980357243.0,-311.3707163345559,8298.720807756696,12.90440874401456,-277.2398874633017,10626.911311939699,6609.757193919676,7911.43017578125,112.3471221923828
2020-03-13,5563.70703125,74156772075.0,-400.18044908439003,8076.667375837053,22.281106638177135,-336.27625569026344,10761.579669223602,6065.141375698275,4970.7880859375,133.20181274414062
2020-03-14,5200.3662109375,36154506008.0,-498.0591683773822,7833.871477399553,20.803071489868813,-374.7728437935482,10803.729878113616,5550.576225402008,5563.70703125,123.30602264404295
2020-03-15,5392.31494140625,33997889639.0,-592.2935810583423,7607.432965959822,23.683276850518382,-362.08597588303064,10763.316714299097,5165.203402888403,5200.3662109375,125.21430206298828
2020-03-16,5014.47998046875,45368026430.0,-683.9820685781244,7332.062255859375,21.988138463813968,-353.5203727967604,10749.271645742543,4746.525961679332,5392.31494140625,110.60587310791016
2020-03-17,5225.62939453125,38622642935.0,-764.3406584356972,7077.622488839285,25.20980407395612,-309.59357045090246,10717.959012248615,4418.349288532634,5014.47998046875,113.9427490234375
2020-03-18,5238.4384765625,37878801016.0,-831.4389094750675,6826.421944754465,25.41104076937033,-257.75775929362976,10644.333192842187,4137.369541532814,5225.62939453125,114.84226989746094
2020-03-19,6191.19287109375,51000731797.0,-869.6127784743124,6620.166957310268,38.636738121467964,-143.10945747922756,10504.520774437902,4029.055739233972,5238.4384765625,136.59385681152344
2020-03-20,6198.7783203125,54442976103.0,-885.5532230381782,6411.326416015625,38.72988702395383,-55.093855430732674,10355.829019660054,3937.674447136821,6191.19287109375,132.73716735839844
2020-03-21,6185.06640625,42494390880.0,-884.9229741107645,6216.69158063616,38.615773922537386,10.381385138140786,10194.233940182217,3861.530757083409,6198.7783203125,132.81871032714844
2020-03-22,5830.2548828125,40099664740.0,-877.583466391739,6053.987200055803,35.68576709435584,36.504602031531135,9964.896539973877,3786.926653385496,6185.06640625,123.32115173339844
2020-03-23,6416.31494140625,46491916000.0,-855.0730381788021,5946.32080078125,43.33391362203576,96.55433560990787,9723.27502101625,3791.4010532025004,5830.2548828125,134.91160583496094
2020-03-24,6734.8037109375,48221910672.0,-817.2036180300802,5862.397530691965,47.02104947005131,157.42480488448564,9477.261602822902,3835.3702331145982,6416.31494140625,138.76144409179688
2020-03-25,6681.06298828125,44590107888.0,-770.6874863637364,5774.51416015625,46.47157518121934,191.50514524055905,9130.022597419393,3942.839267814984,6734.8037109375,136.19589233398438
2020-03-26,6716.4404296875,35319797642.0,-718.8692368279281,5899.20361328125,46.911384130032054,212.25823811567636,8726.47343581054,4105.777882548835,6681.06298828125,138.36155700683594
2020-03-27,6469.79833984375,34585598367.0,-668.7407028871037,5963.924421037947,44.185633396082416,205.08855194462535,8302.824753366787,4285.410988820712,6716.4404296875,133.9379425048828
2020-03-28,6242.19384765625,34885225901.0,-624.4061719358742,6038.340680803572,41.77346978339112,181.54075233008393,8029.074443802573,4372.569062056801,6469.79833984375,130.9864959716797
2020-03-29,5922.04296875,28373690931.0,-589.7119715018528,6076.17839704241,38.58282638511462,142.64202078099936,7751.306326836167,4450.177022773208,6242.19384765625,125.58373260498048
2020-03-30,6429.841796875,37101651525.0,-553.4331641933874,6177.275669642857,45.670953252777245,148.67346431960516,7465.370586114124,4588.123993964,5922.04296875,132.904541015625
2020-03-31,6438.64453125,32786468812.0,-516.661122406983,6263.91960797991,45.78775507911367,150.36647106825558,7124.2066219198,4782.009393705199,6429.841796875,133.59356689453125
2020-04-01,6606.7763671875,40346426266.0,-477.6475615452158,6361.65802873884,48.08358284282493,159.0767749114359,7147.190374377315,4922.624469372686,6438.64453125,135.63455200195312
2020-04-02,6793.62451171875,47660646124.0,-435.2045068505869,6404.688860212053,50.5879516567574,172.5606390470743,7233.404069512424,4959.40252228445,6606.7763671875,142.02914428710938
2020-04-03,6733.38720703125,38976504903.0,-392.8059788337959,6442.875209263393,49.754675610214335,172.16791512148006,7263.853334764591,5082.25535664166,6793.62451171875,142.09130859375
2020-04-04,6867.52734375,33185988584.0,-349.6225483552993,6491.622419084822,51.66404520076301,175.11051057526623,7315.752599050662,5177.877332589964,6733.38720703125,145.21939086914062
2020-04-05,6791.12939453125,29510409856.0,-308.63292715363957,6560.256312779018,50.48729550760985,166.1542028200896,7266.554826421869,5404.740046625006,6867.52734375,143.54664611816406
2020-04-06,7271.78125,46896904615.0,-262.79513027866585,6621.361049107143,57.106697775047245,185.3803156331963,7306.03479927676,5569.87525931699,6791.12939453125,169.13587951660156
2020-04-07,7176.41455078125,44243482668.0,-217.24404059962518,6652.904680524553,55.52068119614862,184.08008135728474,7267.8623427287575,5801.845323286868,7271.78125,165.10194396972656
2020-04-08,7334.0986328125,37563249549.0,-171.2496162805414,6699.550083705357,57.61668185834377,185.7120447623039,7384.701472658225,5799.296769529275,7176.41455078125,172.64173889160156
2020-04-09,7302.08935546875,34815139178.0,-127.50879893229046,6741.38214983259,57.02918820909556,176.5672402965044,7475.491404480099,5818.837941223026,7334.0986328125,170.80714416503906
2020-04-10,6865.4931640625,43622840992.0,-94.14848359406852,6769.646065848215,49.600237966599444,134.92492814795165,7486.370382807738,5876.0016386766365,7302.08935546875,158.41244506835938
2020-04-11,6859.0830078125,31222085946.0,-68.9309555280814,6813.709577287947,49.49828642886356,102.24271314557856,7439.2034647945975,6026.051369189777,6865.4931640625,158.2160186767578
2020-04-12,6971.091796875,35759567632.0,-48.19497086133458,6888.641636439732,51.37891419339324,84.21395778048952,7458.602805204743,6062.1297143265065,6859.0830078125,161.14242553710938
2020-04-13,6845.03759765625,38619308647.0,-33.25622039583277,6918.298479352678,49.16020533936507,60.9302397806302,7464.960149984467,6066.795758218659,6971.091796875,156.27955627441406
2020-04-14,6842.427734375,34110434052.0,-22.70001919214701,6947.14013671875,49.11291676247365,43.31244076858835,7472.65127144661,6075.241111365891,6845.03759765625,157.5963897705078
2020-04-15,6642.10986328125,32288311031.0,-18.588305175123967,6949.663957868303,45.49550714454196,17.453503156905327,7470.9067067370825,6069.552619434792,6842.427734375,153.28689575195312
2020-04-16,7116.80419921875,46783242377.0,-11.115576325020882,6972.74822126116,54.11951258591219,30.822669804791463,7504.529483799508,6100.630428309867,6642.10986328125,172.15737915039062
2020-04-17,7096.1845703125,32513423567.0,-2.2316007751437263,6998.662318638393,53.72188233365114,36.3983872288601,7508.509734081561,6182.049250293439,7116.80419921875,171.63858032226562
2020-04-18,7257.6650390625,32447188386.0,9.65261702388655,7026.529296875,56.422198978830465,48.33527686909521,7446.452514455908,6377.668676950341,7096.1845703125,186.91400146484372
2020-04-19,7189.4248046875,31311210215.0,21.683604854803768,7054.978969029018,54.962672295414215,48.8630700611273,7448.722256582302,6451.357235605198,7257.6650390625,181.61495971679688
2020-04-20,6881.95849609375,37747113936.0,28.221034335058444,7027.134486607143,48.83325221200101,26.833976837527594,7414.179393477971,6530.231495193904,7189.4248046875,172.2971649169922
2020-04-21,6880.3232421875,32589741511.0,30.882094046294696,7005.985107421875,48.802080387122125,11.277729048130603,7397.67579254473,6574.089783627144,6881.95849609375,172.73770141601562
2020-04-22,7117.20751953125,33249153866.0,34.68298689148287,6990.492885044643,53.43875760745583,15.790074625146922,7407.750251030979,6596.373625922146,6880.3232421875,182.59957885742188
2020-04-23,7429.724609375,43500782316.0,43.90603408063071,6999.60968889509,58.74680030093584,37.43520174716018,7463.348032473711,6610.40958471379,7117.20751953125,185.02867126464844
2020-04-24,7550.90087890625,34636526286.0,57.87732106892731,7048.5673828125,60.62135907138807,56.387904551385176,7544.665220509339,6597.429750193786,7429.724609375,189.2369384765625
2020-04-25,7569.93603515625,32941541447.0,74.2640955027309,7099.34259905134,60.921759106046444,66.01258928537516,7612.337785764132,6607.637849001494,7550.90087890625,195.5153045654297
2020-04-26,7679.8671875,33070154491.0,92.89045331303694,7149.96941266741,62.69183606653577,74.9364252060167,7687.534130029628,6573.250098485998,7569.93603515625,197.31753540039065
2020-04-27,7795.60107421875,36162144725.0,113.57886457660646,7217.866803850447,64.51420428538503,83.15270212369205,7789.563415307568,6533.139465551807,7679.8671875,197.22471618652344
2020-04-28,7807.05859375,33187959921.0,134.39913911704767,7286.769008091518,64.69804671195344,83.65058797972415,7870.4427995269425,6499.556077426182,7795.60107421875,198.41539001464844
2020-04-29,8801.0380859375,60201052203.0,169.76266925385366,7440.978166852678,76.21193146197726,141.79623618277546,8243.277084302821,6276.616665697178,7807.05859375,216.96823120117188
2020-04-30,8658.5537109375,66964629541.0,209.72763711510407,7551.103131975447,72.5586203376454,160.1766427204759,8487.531846517777,6211.667958169723,8801.0380859375,207.60205078125
2020-05-01,8864.7666015625,44068389997.0,253.29366186677805,7677.430419921875,74.46632143573899,174.5574047828277,8740.498704337024,6159.269459725476,8658.5537109375,214.21910095214844
2020-05-02,8988.5966796875,40134388683.0,298.2312853890188,7801.068394252232,75.56485741377205,180.0220735963194,8983.470645649713,6118.048006694035,8864.7666015625,215.32537841796875
2020-05-03,8897.46875,47101785174.0,339.53927364674195,7923.071533203125,73.07330688087848,165.48341632777442,9161.244807170247,6145.516960407878,8988.5966796875,210.9331512451172
2020-05-04,8912.654296875,45718796276.0,375.8752416806664,8068.121233258928,73.23169924902696,145.57670976473145,9311.376092469212,6202.408331358913,8897.46875,208.17401123046875
2020-05-05,9003.0703125,43148462663.0,407.7758912903613,8219.746023995536,74.20465304453556,127.81819034743836,9431.450056762696,6318.430411987302,8912.654296875,206.7743988037109
2020-05-06,9268.76171875,49371886931.0,438.53383194227507,8373.428466796875,76.86565639301465,123.23138639187056,9610.42239126077,6354.653829442355,9003.0703125,204.0557861328125
2020-05-07,9951.5185546875,61112700562.0,476.85664193034046,8553.556605747768,82.00335690202242,153.47607847689704,9910.446313444874,6340.16330569575,9268.76171875,212.28941345214844
2020-05-08,9842.666015625,51780748042.0,515.0884890063788,8717.254115513393,78.99140099872001,153.09853674934357,10141.142793403376,6367.9669233935,9951.5185546875,212.9915771484375
2020-05-09,9593.896484375,46566121841.0,546.1161822560636,8861.822719029018,72.44270342541463,124.2692453768326,10280.891237542915,6468.66564722271,9842.666015625,211.60012817382807
2020-05-10,8756.4306640625,63325279337.0,556.3959412118825,8938.720110212054,55.70120592281947,41.26577100734744,10252.1945506374,6684.8095509251,9593.896484375,188.5995635986328
2020-05-11,8601.7958984375,57119858802.0,549.3971686864851,8996.305454799107,53.253967110253015,-27.8592228001462,10182.769565578406,6926.381801609094,8756.4306640625,185.912841796875
2020-05-12,8804.4775390625,42142717533.0,533.9169145119438,9067.54966517857,55.983682770025695,-61.795212368507805,10129.520029679172,7148.358339461452,8601.7958984375,189.3125
2020-05-13,9269.9873046875,45558144023.0,520.142164240224,9101.04603794643,61.53881476808467,-54.98251444239122,10136.359717970081,7325.5449207017955,8804.4775390625,199.1932830810547
2020-05-14,9733.7216796875,56426907637.0,514.3715878494963,9177.84375,66.12531223194034,-22.97444652055208,10200.287421725037,7479.899297024962,9269.9873046875,202.9490966796875
2020-05-15,9328.197265625,48158802327.0,506.2781136535778,9210.94594029018,59.44901647764084,-32.27402637217813,10170.665755033338,7685.347086763534,9733.7216796875,195.62266540527344
2020-05-16,9377.013671875,36164766408.0,496.77789242671906,9238.690011160714,59.97292464975707,-37.90841147963016,10128.278623946833,7897.448866287541,9328.197265625,200.6771240234375
2020-05-17,9670.7392578125,40084250663.0,490.44792957899443,9293.923618861607,63.0650162481963,-25.23422711734065,10106.222212862642,8107.019095731111,9377.013671875,207.15869140625
2020-05-18,9726.5751953125,41827139896.0,486.20985011059906,9352.060825892857,63.640030643839616,-16.87303549644605,10040.125142268555,8365.067826481447,9670.7392578125,214.52505493164065
2020-05-19,9729.0380859375,39254288955.0,482.4362131296175,9403.91566685268,63.66690012338876,-15.02113775171432,10095.176568809147,8402.816399940853,9726.5751953125,213.45111083984372
